$GPGGA,220844.00,3146.7631,N,09543.0245,W,1,07,1.21,00130,M,-024,M,,*51
$GPGGA,222048.00,3146.7634,N,09543.0252,W,1,07,1.20,00134,M,-024,M,,*51
$GPGGA,231428.00,3146.7626,N,09543.0252,W,1,06,1.67,00135,M,-024,M,,*51
$GPGGA,003622.00,3146.7634,N,09543.0246,W,1,05,2.79,00137,M,-024,M,,*51
$GPGGA,012358.00,3146.7635,N,09543.0257,W,1,07,1.40,00135,M,-024,M,,*51
$GPGGA,025504.00,3146.7653,N,09543.0253,W,1,07,1.24,00138,M,-024,M,,*51
$GPGGA,033724.00,3146.7632,N,09543.0256,W,1,06,1.57,00138,M,-024,M,,*51
$GPGGA,060450.00,3146.7632,N,09543.0250,W,1,07,1.09,00132,M,-024,M,,*51
$GPGGA,062508.00,3146.7652,N,09543.0240,W,1,05,1.71,00127,M,-024,M,,*51
$GPGGA,065424.00,3146.7643,N,09543.0243,W,1,07,1.68,00137,M,-024,M,,*51
$GPGGA,074458.00,3146.7637,N,09543.0250,W,1,06,1.61,00135,M,-024,M,,*51
$GPGGA,094828.00,3146.7630,N,09543.0249,W,1,08,1.11,00136,M,-024,M,,*51
$GPGGA,102248.00,3146.7637,N,09543.0250,W,1,09,1.09,00133,M,-024,M,,*51
$GPGGA,165338.00,3146.7623,N,09543.0250,W,1,07,1.73,00132,M,-024,M,,*51
$GPGGA,170846.00,3146.7644,N,09543.0267,W,1,07,1.51,00131,M,-024,M,,*51
$GPGGA,170948.00,3146.7646,N,09543.0265,W,1,07,1.19,00132,M,-024,M,,*51
$GPGGA,180914.00,3146.7637,N,09543.0250,W,1,08,0.99,00132,M,-024,M,,*51
$GPGGA,182022.00,3146.7633,N,09543.0250,W,1,09,0.93,00133,M,-024,M,,*51
$GPGGA,202428.00,3146.7657,N,09543.0255,W,1,06,1.40,00131,M,-024,M,,*51
$GPGGA,145531.00,3146.7642,N,09543.0241,W,1,08,1.26,00140,M,-024,M,,*51
$GPGGA,150431.00,3146.7647,N,09543.0246,W,1,09,1.16,00132,M,-024,M,,*51
$GPGGA,151331.00,3146.7642,N,09543.0247,W,1,09,1.17,00131,M,-024,M,,*51
$GPGGA,153131.00,3146.7632,N,09543.0253,W,1,09,1.06,00133,M,-024,M,,*51
$GPGGA,153831.00,3146.7635,N,09543.0254,W,1,09,1.09,00135,M,-024,M,,*51
$GPGGA,154331.00,3146.7630,N,09543.0254,W,1,07,1.80,00133,M,-024,M,,*51
$GPGGA,161731.00,3146.7638,N,09543.0253,W,1,08,1.28,00133,M,-024,M,,*51
$GPGGA,162531.00,3146.7636,N,09543.0252,W,1,08,1.31,00135,M,-024,M,,*51
$GPGGA,163031.00,3146.7645,N,09543.0264,W,1,08,1.33,00132,M,-024,M,,*51
$GPGGA,164431.00,3146.7626,N,09543.0248,W,1,07,1.35,00133,M,-024,M,,*51
$GPGGA,164631.00,3146.7624,N,09543.0248,W,1,07,1.34,00132,M,-024,M,,*51
$GPGGA,165331.00,3146.7625,N,09543.0247,W,1,08,1.27,00135,M,-024,M,,*51
$GPGGA,165631.00,3146.7638,N,09543.0249,W,1,07,1.33,00138,M,-024,M,,*51
$GPGGA,174931.00,3146.7637,N,09543.0245,W,1,08,1.39,00131,M,-024,M,,*51
$GPGGA,180531.00,3146.7639,N,09543.0244,W,1,08,0.99,00132,M,-024,M,,*51
$GPGGA,181431.00,3146.7633,N,09543.0245,W,1,09,0.93,00132,M,-024,M,,*51
$GPGGA,182742.00,3146.7633,N,09543.0239,W,1,09,1.11,00136,M,-024,M,,*51
$GPGGA,183142.00,3146.7642,N,09543.0244,W,1,10,0.88,00134,M,-024,M,,*51
$GPGGA,183242.00,3146.7645,N,09543.0247,W,1,10,1.06,00134,M,-024,M,,*51
$GPGGA,185942.00,3146.7640,N,09543.0251,W,1,09,1.10,00134,M,-024,M,,*51
$GPGGA,191342.00,3146.7654,N,09543.0253,W,1,09,1.09,00143,M,-024,M,,*51
$GPGGA,191542.00,3146.7657,N,09543.0249,W,1,10,0.97,00143,M,-024,M,,*51
$GPGGA,193542.00,3146.7654,N,09543.0252,W,1,09,1.00,00138,M,-024,M,,*51
$GPGGA,194642.00,3146.7647,N,09543.0245,W,1,10,0.90,00138,M,-024,M,,*51
$GPGGA,200242.00,3146.7651,N,09543.0254,W,1,08,1.01,00135,M,-024,M,,*51
$GPGGA,174144.00,3146.7649,N,09543.0258,W,1,08,1.27,00120,M,-024,M,,*51
$GPGGA,191244.00,3146.7644,N,09543.0249,W,1,10,0.97,00137,M,-024,M,,*51
$GPGGA,202726.00,3146.7639,N,09543.0249,W,1,08,1.00,00133,M,-024,M,,*51
$GPGGA,135754.00,3146.7635,N,09543.0255,W,1,08,1.03,00133,M,-024,M,,*51
$GPGGA,174402.00,3146.7646,N,09543.0249,W,1,07,1.72,00136,M,-024,M,,*51
$GPGGA,162210.00,3429.3964,N,10413.3943,W,1,09,1.17,01260,M,-023,M,,*51
$GPGGA,165710.00,3429.3969,N,10413.3940,W,1,10,1.20,01260,M,-023,M,,*51
$GPGGA,180016.00,3429.3999,N,10413.3919,W,1,07,1.25,01259,M,-023,M,,*51
$GPGGA,184538.00,3429.3966,N,10413.3944,W,1,06,1.49,01264,M,-023,M,,*51
$GPGGA,190454.00,3429.3968,N,10413.3951,W,1,06,1.81,01257,M,-023,M,,*51
$GPGGA,210510.00,3429.3957,N,10413.3935,W,1,05,2.58,01264,M,-023,M,,*51
$GPGGA,214838.00,3429.3983,N,10413.3935,W,1,05,3.08,01259,M,-023,M,,*51
$GPGGA,224116.00,3429.3963,N,10413.3939,W,1,06,2.01,01256,M,-023,M,,*51
$GPGGA,224520.00,3429.3961,N,10413.3943,W,1,06,1.48,01256,M,-023,M,,*51
$GPGGA,000114.00,3429.3964,N,10413.3943,W,1,08,1.44,01265,M,-023,M,,*51
